psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
1_7_1,0.03138420977984607,0.06031378374377541,0.15852845988104178,0.30979409583114254,0.23525488287565183,0.12452938141371528,0.054197596133555064,0.02052401297320263,0.003948380113261431,0.0015251972548080452
1_8_1,0.026206167798534626,0.053669207129844645,0.1670590158436337,0.34575126858089333,0.23978032349265316,0.10403644993362475,0.04278100046173973,0.016314581675628253,0.0031108047408702436,0.0012911803425777197
1_10_1,0.011085296150909663,0.018751146671306746,0.05805665917254481,0.1918644746453229,0.27175629973895693,0.24171847340474123,0.12011083490794798,0.0732715023760698,0.011286057936593813,0.0020992549956060087
2_3_1,0.03875196769141452,0.09720638067354277,0.15010625804684183,0.19435590734889321,0.14102568308279614,0.1576427906778548,0.1412353819206209,0.06609290162011507,0.011257625015078074,0.0023251039228427196
3_1_1,0.030889931843511506,0.06932161094213536,0.21032004305843138,0.31729219993484137,0.257110093819822,0.0743393365920613,0.026985842897424988,0.01012886102159312,0.002569334204523479,0.0010427456856555478
5_4_1,0.019552160962121777,0.0351706449980723,0.09305389928938275,0.20117858668999597,0.22187983848163434,0.17731456867850942,0.12467100881683592,0.0983365946278798,0.025741912619298177,0.003100784836269636
7_8_2,0.009494324575590943,0.020722951524950604,0.055116698716587184,0.18617001028075944,0.22607080930020462,0.23454665387725862,0.14127582790503246,0.10258095873683785,0.02114763858272444,0.0028741265000538623
7_9_2,0.0359370746023361,0.11506464215679756,0.2557382963891884,0.3634817923738758,0.14763021505400112,0.04788451154403078,0.023696679623775304,0.007275777381337681,0.0022472633318052007,0.0010437475428520088
9_1_1,0.02304759776452373,0.0711463861109411,0.30799194363150356,0.3578662442292736,0.17808444710374158,0.04018586526486705,0.013946892308187804,0.005488582150442983,0.0015311922163783937,0.0007108492201402474
9_3_1,0.02035972318701789,0.06583706509786603,0.27155820444859624,0.3537237001670174,0.2000703190144654,0.05517180130143445,0.021609451892849373,0.00844613850918066,0.002311545541887196,0.0009120508396856078
10_6_2,0.03326131270481942,0.1417604677966527,0.2845985057907605,0.2851642953105125,0.1479148263832208,0.05873762679078668,0.03227726226764256,0.011744071235546922,0.0032605551655686036,0.0012810765544892949
12_7_1,0.030172942614301358,0.12085152465244928,0.4351567885720556,0.27226735383575845,0.10001598170270362,0.025216519322900147,0.010491904201261714,0.004163925218091037,0.0010987470117590785,0.000564312868719665
13_3_2,0.021374961692623883,0.04423951078854519,0.09213302138429146,0.16229936414446683,0.1915353839533144,0.20191185280807106,0.16524716296360273,0.09887009574236628,0.01974813114219317,0.002640515380525015
15_4_1,0.030630361225890208,0.18166821576494938,0.5631050091852646,0.16161615406837634,0.042620845052734384,0.010880732524162325,0.005367152327374129,0.002790958453520232,0.0008819281734345437,0.000438643224293944
15_8_1,0.027464382259986157,0.10899520113322646,0.33789964567198383,0.26205876718158394,0.13557789227217934,0.06387323258593991,0.03768542538252282,0.020094212579635142,0.004901983254579548,0.0014492576783628403
15_9_2,0.029025121111435976,0.172676023474123,0.4912102490843669,0.2041131602024454,0.06812824429738584,0.01858400387899094,0.009063207687609801,0.005142251742412023,0.0014286896084659822,0.0006290489127641799
15_11_2,0.04741370215351256,0.25285173959768087,0.4963721342654391,0.14562292075593505,0.03772429538689628,0.009600337358171897,0.0061948242847424525,0.0028534156861585,0.0009155838414478259,0.0004510466700155535
16_7_1,0.016246620276199712,0.031114877537059254,0.09532088467759516,0.20731699455203698,0.32401522546568184,0.2049332109656897,0.07973979171361328,0.03273752575682735,0.006876067363850224,0.0016988016914465933
16_8_1,0.06640741898811171,0.2636075867810694,0.35768565830325594,0.13100861852578732,0.07746137388616782,0.053546267484685564,0.031522086562893424,0.014221063378163895,0.003368208499048542,0.0011717175908164124
16_9_1,0.02402325666976617,0.0599032387383618,0.16790265928497192,0.25023915818072123,0.2594879337707343,0.1461682642542908,0.06033182896803824,0.02468662543867954,0.005626197263441005,0.0016308374309949088
17_3_1,0.014995478917511186,0.03398648383723296,0.07596705994663547,0.1396718967548773,0.28779611801751576,0.2935037536887353,0.10297132270753191,0.042451230107692035,0.006772805316764116,0.0018838507055039299
17_6_1,0.05246973836356078,0.15462122358586042,0.23958741677013154,0.16359965753825917,0.18467311428360833,0.1114472683152226,0.062348172590025806,0.023866460251873493,0.005509820222008849,0.0018771280794490474
18_2_1,0.05981055945127473,0.14076167017566105,0.21894314781119437,0.20914879172709452,0.17522091949397417,0.1070432004641558,0.0614189848750778,0.021265104904567664,0.0047907338038182335,0.0015968872931815708
