psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
1_7_1,0.031029936098536114,0.001616237146203434,0.05987172299256097,0.14298927113520024,0.14485206619309593,0.3489742137067608,0.1296124072488817,0.0981579329023129,0.03674970905495403,0.006146503521493645
1_8_1,0.032685262527794946,0.001588661315190032,0.06382491515341941,0.15540278696025014,0.150825722204602,0.3416678167378344,0.12332319781825213,0.09172385043461884,0.03335292155519047,0.005604865292847568
1_10_1,0.012275615902828397,0.0020596006712911108,0.03180072728130424,0.0867668211352886,0.12787862171654393,0.2941444626930768,0.15722538825965363,0.1760767601945895,0.09403833618988724,0.01773366595553662
2_3_1,0.03515834553605566,0.001990667310659355,0.05380893887616643,0.14794123821024532,0.17283323356717306,0.255087865423258,0.18384465508315254,0.08726549034732853,0.05006505346426887,0.01200451218169224
3_1_1,0.04052809005684011,0.0016167862738272647,0.10551464835864761,0.20061899673511682,0.24584392548823614,0.15496555206335608,0.13806803932700526,0.07585117503404683,0.031097171453717015,0.005895615209206938
5_4_1,0.02119189032138664,0.0020433707296867057,0.05349736968291818,0.10933986939204862,0.14645505843465265,0.261932841207877,0.2050674419017981,0.12239033839624118,0.06341769550581766,0.014664124427573177
7_8_2,0.013075086931777787,0.0016405282685575237,0.026477741241842826,0.05634088204304762,0.06888042112568389,0.41713364079353155,0.17698204194767167,0.16004815437653944,0.06746697796087324,0.011954525310474489
7_9_2,0.03735565297349278,0.0011668265107160473,0.06440825431603085,0.09450373116731525,0.08134399104751558,0.4823633966038412,0.1456062379899631,0.07080883021580109,0.019262607613763638,0.0031804715615603393
9_1_1,0.04863140349760689,0.0014487571685454868,0.1261315936253176,0.16757552496587852,0.21870575275268236,0.20085259498116784,0.14778227458373372,0.06159205477832801,0.023044921257366527,0.00423512238937293
9_3_1,0.031002206248581788,0.0016169562394009254,0.08662878547863594,0.14357325563433504,0.2163084370187661,0.21880046674074594,0.17981805658916242,0.0829883318509375,0.03328843954515021,0.005975064654284035
10_6_2,0.044048734306504723,0.0013566673407482128,0.07869924275266013,0.11593253773850754,0.1077100551533224,0.4059372260910492,0.14870452335991066,0.0703227862403546,0.023143964754629712,0.004144262262312848
12_7_1,0.06797473389039001,0.0013295865839071646,0.1613590217444234,0.16224435975488308,0.2033715350349566,0.21902061177055077,0.12355519483149269,0.039573836797696806,0.018078694417554258,0.0034924251741449983
13_3_2,0.02419763659992144,0.0018456072560346889,0.0637187319754244,0.14876264373312484,0.19894199211703617,0.21915911477231378,0.18958010026385985,0.09477775744498305,0.04930783396908987,0.009708581868211738
15_4_1,0.11680735048645449,0.0008394844026712112,0.2911119458726057,0.06730408072302188,0.12667404758580197,0.286424209996092,0.08604716273750632,0.014916142099428186,0.00841196855191668,0.0014636075445015279
15_8_1,0.07044913006187516,0.001267897945477385,0.17012947580958712,0.07249138277670511,0.15897932113134008,0.33401782230506094,0.13155555694344034,0.037097290514310974,0.020603791954269618,0.003408330557933413
15_9_2,0.11373408109455116,0.0009326930715722413,0.27716414264866346,0.06843407651676227,0.14114247553274983,0.277830539188567,0.09037332480071494,0.018146772737379805,0.010430733072611196,0.001811161336428053
15_11_2,0.12463786237585872,0.0008903433390676977,0.2835693252754141,0.074393200608509,0.13500019717495756,0.26786676787289593,0.08678123979584777,0.016261042818056334,0.008936966827899736,0.001663053911493095
16_7_1,0.01859919334309683,0.0019035886620751875,0.05277293150208156,0.1636993702652333,0.23187149543955932,0.1700815582105471,0.15671985107933845,0.13358386556659876,0.0605477851334205,0.010220360798049118
16_8_1,0.05108309090886914,0.001378972775891766,0.09295555276285307,0.37521761305941476,0.23618742852788344,0.10999224902432085,0.06874978181600133,0.03852175047476282,0.020758683372048854,0.005154877277953848
