psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
1_7_1,0.02768352266904332,0.024641491821459815,0.0550660874139162,0.04690824019257781,0.3850620764054072,0.17624643053639646,0.19783094301320284,0.07667953118555595,0.008204125043944492,0.0016775517184960166
1_8_1,0.03344412844324117,0.0328416932888261,0.0847783361561313,0.06368768966699306,0.38520680553624054,0.15914831229274293,0.1684519030238001,0.06347624273859725,0.007229641495678638,0.0017352473577488753
1_10_1,0.011398473898886109,0.0127470876247714,0.03109249029303225,0.03715551349490512,0.2951121142053775,0.1803835269319603,0.28202358079038625,0.1335733884121684,0.01485376336021343,0.0016600609882993617
2_3_1,0.04697114616863541,0.03894765254315402,0.07119141433262659,0.08067757138911276,0.2621463205055968,0.27430241644337444,0.12638262064846834,0.08310649155139009,0.014144173630984693,0.002130192786656919
3_1_1,0.04270595948424049,0.05858836108404029,0.11318252159522367,0.16083053449402043,0.21916416801539423,0.21661954701793296,0.12731538261363837,0.052451513739602634,0.007259606631339693,0.0018824053245670726
5_4_1,0.02634883632263764,0.056430217212637176,0.1051440724781005,0.14035136079858104,0.2970978425705114,0.1877214110695913,0.11602137530371998,0.05424774307457956,0.014560486224051088,0.002076654945590456
7_8_2,0.01647759069850912,0.03828229981907722,0.0735637967180391,0.08892273422186885,0.42528259130245133,0.1419100633063166,0.13865706588665208,0.0606056630807606,0.014421828217730918,0.0018763667485943152
7_9_2,0.05320117687712207,0.07177483134496403,0.12215657943158047,0.09901446300090502,0.4267056123393246,0.12701788149502466,0.06924722351433577,0.025011009057978022,0.004401255146510824,0.0014699677922546356
9_1_1,0.038873446198097045,0.058105298832038625,0.07242523909701318,0.11141284077898692,0.30300569370219427,0.2505276163541716,0.11115361862236992,0.04685177440397115,0.005949622567723638,0.001694849443433859
9_3_1,0.03922605524394473,0.06924180946208948,0.11312597818521096,0.1733775493676837,0.2398683638859379,0.22129304629073274,0.09131725536360125,0.043928102520357754,0.0068340250860031825,0.0017878145944383863
