psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
1_7_1,0.017867223936821903,0.01996992757178187,0.052507075529869,0.04931252277702779,0.4181803798409183,0.1852799440890362,0.18863741287553937,0.062142531593000976,0.005295024810182899,0.0008079569758216057
1_8_1,0.021600155029618404,0.026635421077380816,0.08090207454088708,0.06700615689785708,0.41867913202922746,0.167440785484222,0.16074989240043197,0.05148079421129652,0.004669321174873672,0.0008362671542050142
1_10_1,0.007895074042656483,0.010769041793819293,0.030271465797927864,0.03938839842989454,0.32185070332041493,0.19122379320527833,0.2745765006162437,0.11284596487415265,0.01028835636957006,0.0008907015500421267
2_3_1,0.025758343413399793,0.027370910679745925,0.060676249522962876,0.078920354815071,0.27853966068822583,0.2996000837416649,0.13428596748723606,0.08129637131784681,0.01205504085815618,0.0014970174756905636
3_1_1,0.03059631775335977,0.050217938380443305,0.11026713092979668,0.16920247922229037,0.23655471236811842,0.22789555800926886,0.12403595330948748,0.04495785231401285,0.005201082798264572,0.0010709749149577109
5_4_1,0.018048618497797844,0.04717311107246369,0.10133360646554002,0.14731836082263222,0.3208462220853845,0.19703984637363992,0.11181671119945077,0.045348661335908085,0.009973748281800096,0.0011011138653829423
7_8_2,0.01022282340730772,0.030301799954744222,0.06929488134500106,0.09298005438510619,0.4604345619665459,0.1483850616996679,0.13061078080415944,0.04797153482097414,0.008947412627122125,0.0008510889893713669
7_9_2,0.03324549309747265,0.05725844859057714,0.116021491116877,0.10441736414572804,0.4659649832961283,0.1339488392212327,0.06576940976263022,0.019952559267771435,0.0027503507663279515,0.0006710607352543658
9_1_1,0.02645055525818774,0.048331575537282026,0.06953681073327019,0.11658585138671673,0.32630468800016876,0.26215986635217925,0.10672064375387873,0.03897097371802263,0.004048285806485523,0.0008907494538083948
9_3_1,0.027722567582495868,0.05883218586549659,0.10963343925911095,0.1818251773348138,0.2582622650355703,0.23207530347221214,0.0884980172531485,0.03732407215052998,0.0048298693592555815,0.0009971026873663432
10_6_2,0.04542304169721813,0.08595694240313578,0.14410092864137283,0.14094446358362953,0.3698056754906343,0.12636715512332414,0.061458867231806213,0.021777460580094315,0.0033383656867438088,0.0008270995620409317
12_7_1,0.043675244283213246,0.09067502375957087,0.09800768402987203,0.14577080996004094,0.3142371886599742,0.20507510272679372,0.06958245123976732,0.028778688500332893,0.0033002571566543328,0.0008975496837804953
13_3_2,0.018290057501657755,0.03488198487642055,0.08271617057521524,0.11768793145467839,0.2914834358205672,0.2368762391152746,0.1458404315086249,0.061883716461829046,0.009236249653445694,0.0011037830322866839
15_4_1,0.06647355176735883,0.2248106942188428,0.0681877134499482,0.13338423087153267,0.35013289753558063,0.11580963439203637,0.026488717808600338,0.012266444482618957,0.001817493238567551,0.0006286222349134776
15_8_1,0.03542002818623247,0.1299695814779073,0.07235133300986128,0.13850548284286152,0.40210863581567935,0.15320619948128528,0.042463435860164045,0.02114636683251411,0.004045845070553901,0.000783091422940711
